STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_ID,UNIT_MULT_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2011,1562971,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2012,1516175,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2013,1558600,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2014,1657874,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2015,1754146,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2016,1854041,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2017,1939089,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2018,2190628,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2019,2476489,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2020,2565205,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2021,2799877,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2005,15047,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2006,16904,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2007,19688,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2008,22353,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2009,23800,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2010,25031,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2011,25951,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2012,26665,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2013,27541,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2014,28188,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2015,30138,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2016,32043,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2017,34250,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2018,37374,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2019,42202,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2020,43745,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2021,51275,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2004,3653,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2005,4463,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2006,5645,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2007,6917,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2008,7699,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2009,7054,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2010,6849,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2011,7310,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2012,8136,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2004,21066,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2005,21250,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_INC,Definition: Previous definition - without overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2006,21674,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2007,1305966,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2009,1357645,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2012,1592591,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2014,1801333,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2013,282430,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2014,291516,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,OECD_IDD_INC_DISP_METH2012,Disposable income (Income definition since 2012),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEDIAN,Statistical operation: Median (OECD_IDD),2015,301456,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
